source_category,product_name,code,categories_tags,additives_n,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,rating
plant-based-foods,Bio Hafer,4056489997511,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks', 'en:a']",0,[],35.0,1.2,0.2,3.3,1.0,0.0,0.08,87
plant-based-foods,Noisettes grillées,4056489033042,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:nuts-and-their-products', 'en:nuts', 'en:hazelnuts', 'en:shelled-nuts', 'en:roasted-nuts', 'en:shelled-hazelnuts', 'en:roasted-hazelnuts']",0,[],723.0,70.3,6.67,3.67,8.33,14.3,0.03,19
plant-based-foods,Fraise Intense,3608580823445,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:spreads', 'en:plant-based-spreads', 'en:sweet-spreads', 'en:fruit-and-vegetable-preserves', 'en:jams', 'en:berry-jams', 'en:strawberry-jams']",1,['en:e440'],162.0,0.1,0.0,39.0,1.6,0.5,0.0,48
plant-based-foods,Carottes rapees citron dnp 320g,3083681148619,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:vegetable-based-foods-and-beverages', 'en:vegetables-based-foods', 'en:vegetables', 'en:prepared-vegetables', 'en:carrots', 'en:grated-carrots', 'en:vegetables-prepared-processed-perishable', 'fr:crudites']",3,"['en:e300', 'en:e412', 'en:e415']",73.0,4.5,0.3,4.5,3.0,1.0,0.71,79
plant-based-foods,Huile Isio 4,3265474000018,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:vegetable-fats', 'en:vegetable-oils', 'en:flavoured-oils', 'en:mixed-vegetable-oils', 'en:combined-oil-blended-vegetable-oils']",0,[],900.0,100.0,9.0,0.0,0.0,0.0,0.0,25
plant-based-foods,Tortitas de maíz,8480000141583,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:puffed-cereal-cakes', 'en:puffed-corn-cakes']",0,[],368.0,1.8,0.4,1.0,1.0,7.5,0.7,49
plant-based-foods,Oat,4061459329834,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks']",3,"['en:e170', 'en:e170i', 'en:e340', 'en:e418']",49.0,2.4,0.2,2.6,0.2,0.6,0.0375,51
plant-based-foods,nakd peanut butter protein bar,5060088700099,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:nuts-and-their-products', 'en:bars', 'en:nut-bars', 'en:peanut-bars', 'en:date-bars']",0,[],443.0,21.9,3.9,26.8,9.6,17.4,0.3725,94
plant-based-foods,Abricot sec,20534455,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:dried-products', 'en:fruits-based-foods', 'en:dried-plant-based-foods', 'en:dried-fruits', 'en:dried-apricots', 'en:fruchte']",2,"['en:e202', 'en:e220']",193.0,0.29,0.1,32.0,4.67,2.03,0.17,4
plant-based-foods,Pâtes spaghetti au blé complet integral 500g,8076809529419,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:pastas', 'en:cereal-pastas', 'en:dry-pastas', 'en:durum-wheat-pasta', 'en:spaghetti', 'en:whole-durum-wheat-pasta', 'en:dry-durum-wheat-pasta', 'en:durum-wheat-spaghetti', 'en:whole-durm-wheat-spaghetti', 'de:vollkorn-hartweizen']",0,[],347.0,2.5,0.5,3.5,8.0,13.0,0.01,57
plant-based-foods,Peanut Butter,20474478,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:oilseed-purees', 'en:legume-butters', 'en:nut-butters', 'en:peanut-butters', 'en:alimentos-a-base-de-plantas', 'en:alimentos-e-bebidas-a-base-de-plantas', 'en:produtos-para-barrar-a-base-de-plantas']",0,[],653.0,55.6,7.6,5.1,5.9,23.1,0.6,67
plant-based-foods,Kokosmilch,20103644,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:canned-foods', 'en:plant-based-creams', 'en:plant-based-creams-for-cooking', 'en:coconut-milks-and-creams']",0,[],183.0,18.0,16.4,1.8,1.1,1.6,0.08,76
plant-based-foods,Beurre de cacahouète,4056489424918,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:plant-based-spreads', 'en:oilseed-purees', 'en:legume-butters', 'en:peanut-butters', 'en:crunchy-peanut-butters', 'en:cacahuetes-sucrees']",0,[],649.0,55.0,11.9,6.0,6.2,27.3,0.905,54
plant-based-foods,ProActiv,8719200255333,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:spreadable-fats', 'en:vegetable-fats', 'en:margarines', 'en:light-margarines']",1,"['en:e322', 'en:e322i']",314.0,35.0,7.6,0.5,0.0,0.5,0.8,81
plant-based-foods,Lentilles préparées 1/2,3083680613576,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:canned-foods', 'en:legumes', 'en:meals', 'en:seeds', 'en:canned-plant-based-foods', 'en:legume-seeds', 'en:pulses', 'en:lentils', 'en:canned-legumes', 'en:canned-seasoned-lentils', 'en:prepared-lentils', 'en:vegetables-prepared-processed-shelf-stable']",1,['en:e509'],93.0,0.5,0.1,0.5,3.1,6.6,0.76,71
plant-based-foods,Geeta's Mango Chutney imp,5021185201223,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:spreads', 'en:plant-based-spreads', 'en:chutneys', 'en:fruit-chutneys', 'en:mango-chutneys']",1,['en:e260'],255.0,0.5,0.1,57.0,0.8,0.8,2.0,85
plant-based-foods,Chopped Tomatoes,5057545745946,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:canned-foods', 'en:vegetables-based-foods', 'en:canned-plant-based-foods', 'en:vegetables', 'en:canned-vegetables', 'en:tomatoes-and-their-products', 'en:tomatoes', 'en:canned-tomatoes']",1,['en:e330'],22.0,0.1,0.05,3.8,0.7,1.1,0.0688,38
plant-based-foods,Organic Gluten-Free Oat Drink,5060362071709,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks']",0,[],33.0,0.3,0.1,3.8,0.5,0.6,0.08,100
plant-based-foods,Italian Tomato Purée,5000119118615,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:condiments', 'en:vegetables-based-foods', 'en:sauces', 'en:tomatoes-and-their-products', 'en:tomato-sauces', 'en:tomato-purees', 'en:groceries']",1,['en:e330'],84.0,0.3,0.1,14.0,3.1,4.7,0.3925,96
plant-based-foods,Nut & fruit mix classic,20005726,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:snacks', 'en:dried-products', 'en:fruits-based-foods', 'en:dried-plant-based-foods', 'en:dried-fruits', 'en:dried-mixed-fruits', 'en:mix-of-grains-and-dried-fruit', 'en:mix-of-grains-and-raisins', 'en:nuts-with-dried-fruits']",0,[],534.0,36.9,4.6,30.9,6.5,13.4,0.02,99
plant-based-foods,,6111005210111,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:cooking-helpers', 'en:starches', 'en:cereal-starches', 'en:corn-starch', 'fr:fleur-de-mais-en-poudre']",0,[],350.0,1.0,0.0,0.0,0.0,1.0,0.175,81
plant-based-foods,Chickpeas in water,1162622,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:canned-foods', 'en:legumes', 'en:seeds', 'en:canned-plant-based-foods', 'en:legume-seeds', 'en:pulses', 'en:chickpeas', 'en:canned-legumes', 'en:canned-chickpeas']",1,['en:e223'],122.0,1.42,0.167,0.5,6.08,7.67,0.025,46
plant-based-foods,Cheese & Onion Flavour Potato Crisps,51000005,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:flavoured-potato-crisps', 'en:cheese-and-onion-crisps']",6,"['en:e160b', 'en:e160bi', 'en:e160c', 'en:e296', 'en:e306', 'en:e330', 'en:e392']",512.0,29.6,2.4,2.8,4.0,6.8,1.14,96
plant-based-foods,Dark Chocolate Nuts & Sea Salt Bars,5000159535267,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:nuts-and-their-products', 'en:chocolate-candies', 'en:bars', 'en:nut-bars']",1,"['en:e322', 'en:e322i']",523.0,37.0,7.67,17.0,13.0,17.0,0.75,31
plant-based-foods,Organic Almond milk,5060362071594,"['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:dairy-substitutes', 'en:milk-substitutes', 'en:nuts-and-their-products', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:nut-based-drinks', 'en:almond-based-drinks']",0,[],26.0,2.2,0.2,0.2,0.4,0.9,0.0975,43
plant-based-foods,Mediterranean Falafel,5036829756328,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:meals', 'en:meat-alternatives', 'en:refrigerated-foods', 'en:plant-based-meals', 'en:refrigerated-plant-based-foods', 'en:vegetarian-balls', 'en:falafels', 'en:refrigerated-falafel']",1,"['en:e500', 'en:e500ii']",264.0,16.0,1.0,3.5,7.1,7.6,1.4,43
plant-based-foods,Café moulu pur arabica des petits producteurs,3187570015447,"['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:hot-beverages', 'en:coffees', 'en:arabica-coffees', 'en:ground-coffees', 'en:arabica-ground-coffees']",0,[],0.0,0.02,0.0,0.0,0.0,0.12,0.0,77
plant-based-foods,Alpro Not Milk,5411188134985,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks', 'en:getreide-und-kartoffeln', 'en:getreidemilch', 'en:getreideprodukte', 'en:getranke', 'en:getranke-und-getrankezubereitungen', 'en:hafermilch', 'en:milchersatz', 'en:pflanzenmilch', 'en:pflanzliche-getranke', 'en:pflanzliche-lebensmittel', 'en:pflanzliche-lebensmittel-und-getranke']",2,"['en:e340', 'en:e418']",59.0,3.5,0.4,0.0,1.0,0.7,0.12,18
plant-based-foods,Baked Beans in tomato sauce,1208610,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:prepared-vegetables', 'en:baked-beans-in-tomato-sauce']",0,[],90.0,0.5,0.1,4.7,6.8,5.3,0.47,36
plant-based-foods,Tofu nature,3229820762692,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:meat-alternatives', 'en:tofu', 'en:plain-tofu']",0,[],157.0,9.3,1.5,0.5,0.7,16.0,0.01,47
plant-based-foods,Aubergines cuisinées à la Provençal,3083681093926,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:vegetable-based-foods-and-beverages', 'en:canned-foods', 'en:meals', 'en:vegetables-based-foods', 'en:vegetables', 'en:prepared-vegetables', 'en:canned-meals', 'en:plant-based-meals', 'en:prepared-eggplants', 'en:aubergines', 'en:riste-with-eggplant-and-tomatoes-and-onions', 'fr:aubergines-a-la-provencale', 'en:vegetables-prepared-processed-shelf-stable']",0,[],83.0,5.2,0.6,5.6,2.2,1.2,0.76,62
plant-based-foods,Cashew-Cranberry-Mix,20815400,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:snacks', 'en:fruits-based-foods', 'en:dried-products', 'en:dried-plant-based-foods', 'en:dried-fruits', 'en:mix-of-grains-and-dried-fruit', 'en:mix-of-grains-and-raisins', 'en:mixed-dried-fruits', 'en:mixed-nuts-and-dried-fruits']",0,[],471.0,24.0,4.2,38.8,5.3,10.4,0.02,89
plant-based-foods,HERTA TARTE EN OR Pâte Feuilletée 230g,3154230600183,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:cooking-helpers', 'en:pie-dough', 'en:baking-mixes', 'en:puff-pastry-sheets', 'en:frozen-baking-mixes', 'en:puff-pastry-with-vegetable-fat', 'en:refrigerated-baking-mixes']",0,[],383.1,20.0,9.2,1.9,1.4,6.5,1.2,81
plant-based-foods,Galette de mais,3229820794648,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:puffed-cereal-cakes', 'en:puffed-corn-cakes']",0,[],381.0,4.0,0.5,0.8,6.2,9.2,0.3,78
plant-based-foods,Soja nature sans sucre ajouté bio,3229820019604,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:dairy-substitutes', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:legume-based-drinks', 'en:soy-based-drinks', 'en:unsweetened-plain-soy-based-drinks']",0,[],43.0,2.6,0.6,0.5,0.5,3.9,0.03,46
plant-based-foods,Lentilles Cuisinées à l'Auvergnate,3021690201123,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:legumes', 'en:seeds', 'en:legume-seeds', 'en:meals', 'en:pulses', 'en:lentils', 'en:prepared-lentils']",1,['en:e509'],110.0,3.6,1.4,1.2,3.6,6.6,0.8,71
plant-based-foods,Smooth Peanut Butter,5060367181274,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:oilseed-purees', 'en:legume-butters', 'en:nut-butters', 'en:peanut-butters']",0,[],593.0,49.0,5.9,5.7,8.8,27.0,0.4425,53
plant-based-foods,Fakiat Barbeque,6111242040991,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:seeds', 'en:appetizers', 'en:cereals-and-their-products', 'en:chips-and-fries', 'en:cereal-grains', 'en:crisps', 'en:potato-crisps', 'en:corn', 'en:flavoured-potato-crisps', 'en:barbecue-crisps']",2,"['en:e621', 'en:e635']",512.0,25.0,11.2,0.5,6.2,8.0,1.1,18
plant-based-foods,Germe de blé,3175681110106,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:cereal-germs', 'en:wheat-germ']",0,[],374.0,9.6,1.7,14.0,14.0,30.0,0.02,77
plant-based-foods,Beurre de Cacahuètes Extra-Crunchy,37600106412,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:breakfasts', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:sweet-spreads', 'en:oilseed-purees', 'en:legume-butters', 'fr:pates-a-tartiner', 'en:nut-butters', 'en:peanut-butters']",0,[],603.0,43.9,9.3,10.3,7.9,27.5,0.82,60
plant-based-foods,pringles hot & spicy,5053990101542,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:salty-snacks-made-from-potato']",3,"['en:e270', 'en:e627', 'en:e631']",503.0,32.0,3.5,3.0,2.6,4.3,1.6002,49
plant-based-foods,Lustucru gnocchi a poêler format xxl 720g,3240931548135,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:frozen-foods', 'en:gnocchi', 'en:gnocchi-of-durum-wheat-semolina', 'en:potato-gnocchi']",0,[],190.0,2.7,0.3,1.5,2.6,5.0,1.1,57
plant-based-foods,Aicha Double Concentré De Tomates 140 G,6111021022002,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:vegetables-based-foods', 'en:tomatoes-and-their-products', 'en:tomato-pastes']",0,[],117.0,0.4,0.0,9.0,3.0,4.6,0.5,16
plant-based-foods,Semi Oat Drink,7394376665028,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks']",1,"['en:e340', 'en:e340ii']",48.0,1.5,0.2,3.4,0.8,1.0,0.1,70
plant-based-foods,Yankee,16843697000,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:legumes', 'en:nuts-and-their-products', 'en:nuts', 'en:roasted-nuts', 'en:peanuts', 'en:roasted-peanuts']",0,[],571.42,50.0,7.14,3.57,7.14,25.0,1.975,87
plant-based-foods,Tartines craquantes au sarrasin,3380380047749,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:extruded-crispbreads']",0,[],386.0,2.86,0.0,2.86,4.29,12.9,0.671,4
plant-based-foods,galettes riz chocolat noir,20116705,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:crepes-and-galettes', 'en:puffed-cereal-cakes', 'en:galettes', 'en:puffed-rice-cakes', 'en:puffed-rice-cakes-with-black-chocolate']",1,['en:e322'],494.0,22.0,13.0,32.0,2.6,6.6,0.1675,93
plant-based-foods,Huile d'olive vierge extra,8410179009391,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:vegetable-fats', 'en:olive-tree-products', 'en:vegetable-oils', 'en:olive-oils', 'en:extra-virgin-olive-oils', 'en:virgin-olive-oils']",0,[],900.0,100.0,16.0,0.0,0.0,0.0,0.0,33
plant-based-foods,Crispy Fried Onions,20173074,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:vegetables-based-foods', 'en:onions-and-their-products', 'en:fried-onions', 'en:dried-fried-onions']",0,[],590.0,44.0,21.0,9.0,5.0,6.0,1.18,85
plant-based-foods,Crema de cacahuete 100% crunchy,8480000228369,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:nuts', 'en:oilseed-purees', 'en:legume-butters', 'en:nut-butters', 'en:peanut-butters', 'en:crunchy-peanut-butters']",0,[],608.0,47.0,6.6,5.4,8.2,30.0,0.0,86
plant-based-foods,Lasagne all'uovo,8076800376999,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:pastas', 'en:cereal-pastas', 'en:dry-pastas', 'en:durum-wheat-pasta', 'en:egg-pastas', 'en:dry-egg-pastas', 'en:lasagna-sheets', 'fr:lasagnes-a-garnir-aux-oeufs']",0,[],368.0,4.0,1.0,3.0,3.0,14.0,0.08,16
plant-based-foods,Tortitas de arroz y legumbres,8480000864833,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:puffed-cereal-cakes', 'en:puffed-rice-cakes']",0,[],366.0,3.3,0.696,1.83,8.06,24.9,1.7,9
plant-based-foods,Tesco Houmous,10065891,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:condiments', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:sauces', 'en:dips', 'en:hummus']",0,[],230.0,16.6,1.6,0.6,4.3,6.1,0.9,73
plant-based-foods,Tortellini ricotta & épinards,8001665714372,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:meals', 'en:pasta-dishes', 'en:pastas', 'en:stuffed-pastas', 'en:fresh-pasta', 'en:tortellini', 'en:fresh-pasta-stuffed-with-cheese-and-vegetables']",0,[],257.0,7.8,2.5,5.6,5.5,9.0,1.1,17
plant-based-foods,Bebida de avena 0% azúcar,8402001014581,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks']",1,['en:e418'],35.0,1.4,0.2,0.0,0.5,0.7,0.1,68
plant-based-foods,Blé tendre cuisson 10 min Ebly 500 g,3487400000392,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:seeds', 'en:cereals-and-their-products', 'en:cereal-grains', 'en:cereal-semolinas', 'en:wheat-semolinas', 'en:durum-wheat-semolinas', 'en:wheats', 'en:durum-wheats', 'en:pre-cooked-whole-wheat', 'fr:bles-durs-precuits']",0,[],135.0,0.5,0.1,0.5,2.2,4.7,0.0,54
plant-based-foods,Tofoo Naked Xl,5034467000650,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:meat-alternatives', 'en:tofu']",0,[],206.0,11.1,1.71,0.143,2.71,23.6,0.0857,37
plant-based-foods,Organic Oat drink,5060362071051,"['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks']",0,[],33.0,0.3,0.1,3.8,0.5,0.6,0.08,23
plant-based-foods,Les Tranches Végé Haricots Blancs,3302740087103,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:legumes', 'en:seeds', 'en:legume-seeds']",1,['en:e150a'],135.0,6.0,0.4,0.5,4.2,8.1,1.8,16
plant-based-foods,Confiture fraise -30% de sucres,3045320008401,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:breakfasts', 'en:spreads', 'en:fruits-based-foods', 'en:plant-based-spreads', 'en:sweet-spreads', 'en:fruit-and-vegetable-preserves', 'en:jams', 'en:berry-jams', 'en:low-sugar-fruit-jam', 'en:strawberry-jams']",1,['en:e440'],164.0,0.1,0.0,40.0,1.1,0.3,0.0,96
plant-based-foods,Jalapeño Ramona's Heavenly Houmous,5060228323980,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:condiments', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:sauces', 'en:dips', 'en:hummus']",3,"['en:e202', 'en:e330', 'en:e509']",262.0,20.7,1.7,0.7,4.9,6.2,1.1,93
plant-based-foods,tartine vital 400g,6111203005021,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines', 'en:light-margarines']",0,[],514.0,0.0,0.0,0.0,512.0,0.5,0.0,46
plant-based-foods,Original Salted Peanuts,5000237127261,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:legumes', 'en:nuts-and-their-products', 'en:nuts', 'en:peanuts']",0,[],615.0,51.0,8.1,5.1,8.5,30.0,1.18,8
plant-based-foods,Soya Unsweetened plant based,4056489695363,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:dairy-substitutes', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:legume-based-drinks', 'en:soy-based-drinks', 'en:unsweetened-plain-soy-based-drinks']",1,['en:e418'],33.0,1.7,0.2,0.5,0.2,3.0,0.02,100
plant-based-foods,Flaxseed,4088600354965,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:seeds', 'en:cereals-and-their-products', 'en:cereal-grains', 'en:flax-seeds', 'en:brown-flax-seeds']",0,[],492.0,38.0,4.0,2.0,28.8,21.6,0.12,11
plant-based-foods,Fleur de Colza,3265474573000,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:vegetable-fats', 'en:vegetable-oils', 'en:rapeseed-oils']",0,[],900.0,100.0,7.2,0.0,0.0,0.0,0.0,35
plant-based-foods,Crunchy Peanut Butter,5014213001049,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:oilseed-purees', 'en:legume-butters', 'en:nut-butters', 'en:peanut-butters']",0,[],606.0,47.0,6.3,5.3,8.1,26.0,0.02,20
plant-based-foods,Chick Peas in Salted Water,5013635312160,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:canned-foods', 'en:legumes', 'en:seeds', 'en:canned-plant-based-foods', 'en:legume-seeds', 'en:pulses', 'en:chickpeas', 'en:canned-legumes', 'en:canned-chickpeas']",0,[],116.0,2.2,0.3,0.2,3.5,7.3,0.27,59
plant-based-foods,Peanut Delight,5060088705230,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:nuts-and-their-products', 'en:bars', 'en:nut-bars', 'en:peanut-bars']",0,[],442.0,23.0,4.0,35.0,9.3,12.0,0.57,5
plant-based-foods,Sel fin iodé,3252378001319,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:condiments', 'en:spices', 'en:salts', 'fr:sels-fins', 'en:groceries']",1,['en:e535'],0.0,0.0,0.0,0.0,0.0,0.0,98.2,55
plant-based-foods,Organic Houmous,349222,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:condiments', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:sauces', 'en:dips', 'en:hummus', 'en:classic-hummus']",0,[],146.0,11.9,1.5,0.5,2.0,3.3,0.001,47
